id,base_month_income,base_car_km,base_loan_rate,base_loan_monthrepay,base_car_years,base_ages,br_scoreafautofin,ir_id_x_cell_cnt,ir_m12_id_x_home_addr_cnt,ir_allmatch_days,als_m12_id_tot_mons,als_m12_id_max_monnum,als_m12_id_nbank_oth_orgnum,als_m12_id_nbank_allnum,als_lst_cell_bank_inteday,als_m12_id_nbank_tot_mons,als_m12_id_nbank_max_monnum,als_m12_id_rel_allnum,als_m12_id_nbank_cons_orgnum,als_m12_cell_bank_tra_allnum,als_m12_cell_nbank_cf_allnum,als_m12_id_nbank_finlea_allnum,als_m12_cell_af_allnum,als_m12_cell_pdl_allnum,als_m6_id_nbank_allnum,als_m6_id_max_monnum,als_m6_id_nbank_oth_orgnum,als_m6_id_nbank_tot_mons,als_m6_id_nbank_max_monnum,als_m3_id_nbank_allnum,als_m3_id_max_monnum,als_m3_id_nbank_oth_orgnum,als_m3_id_nbank_tot_mons,als_m3_id_nbank_max_monnum,als_d15_id_nbank_oth_allnum,fico_result,fico_app_cnt,base_is_guarantee,base_nation,base_is_local,base_has_rebuy,base_sex,zx_result,zx_is_baihu,zx_is_current_ovd,zx_is_credictcard_current_ovd,zx_is_lian3_lei6,loan_is_black,base_has_driverlicensce,zx_account_status,fraud_flag
js8ptCj9hePI3eDXH9BKmRge5xUo8VAPBvSFmbRHyA4=,4,4,2,1,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
jvCCHAL6v1H9xkoSWEJ5IpmjzZA95XvvmZ/hsQYKslw=,3,1,2,3,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,0
CEqzE7IK4VmvWBPhoxV9sm/Rh47ATNWAD/EcAZrSs2c=,4,6,3,5,5,1,-1,3,2,4,4,4,3,4,3,3,3,3,-1,3,2,-1,3,2,2,2,-1,2,2,2,2,-1,2,2,-1,4,2,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,3,-1,0
jviV/tcTEG8RZXGNyEp7fSvrdWTM/ILqI5Btj922rzM=,4,2,1,4,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
80DbJancQOEYZUkg/tDBTBZs7ia+n0MvFCip34BzLTE=,3,6,3,5,5,2,-1,3,2,4,4,2,2,3,3,3,2,2,2,2,2,-1,-1,2,2,2,-1,2,2,2,2,-1,2,2,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,3,-1,0
RyJ+EUqj/K0H8wHeL8urwk7Jxn1aTNJlAwTEwXGRaPs=,3,6,2,5,5,3,4,2,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
Unrm8yK8kua/xF2B6tBugmjZgyvJwnnfXsIcpioBhXE=,1,2,3,2,4,2,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
K+lSUknXxuVIfi9AzGDC9xysw6on1cuvx0QJBT11vl8=,2,1,2,3,1,1,5,2,4,2,4,5,4,5,2,4,5,-1,4,-1,3,-1,-1,3,6,5,4,4,5,6,5,4,3,5,4,5,2,1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
eRp73QRCSmd0pFSGypcwu79XfEhal47N73MSOMP881M=,2,6,3,5,5,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,1,1,1,1,1,-1,-1,-1,-1,3,-1,0
l2lOT0iO/oMDEQNWGJ7XZk7Jxn1aTNJlAwTEwXGRaPs=,1,2,3,5,4,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,2,-1,0
NL9IIVEnDsLmpnnGcaDly+NjWj9G5I5zLX4ZMDVChjs=,3,6,3,5,5,1,6,4,4,6,5,3,2,4,4,4,2,3,2,2,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,3,-1,0
pWfbkHcKb+xBd0UB9HooPwohbnxfKNJY34T5NEYcDug=,3,6,3,5,5,3,-1,2,3,4,6,2,2,4,3,4,2,4,-1,3,2,-1,3,-1,3,2,2,3,2,2,2,-1,2,2,-1,4,2,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,3,-1,0
vpXv3JEwbuOS6WRf1SFlx48QFBJYTvvJPr9aRl8VZ2w=,3,3,2,5,5,1,-1,2,2,3,6,5,2,6,3,6,5,4,2,2,4,-1,-1,4,6,5,2,4,5,3,2,-1,3,2,-1,4,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
kDMQ1/FX2/sv2DaZgXTmXVMnPbuguH/vGszadhblZIo=,2,3,3,2,5,1,-1,2,2,4,5,3,-1,4,3,4,3,4,2,3,4,-1,-1,3,4,3,-1,3,3,2,2,-1,2,2,-1,4,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
maWiE/0TfLoeRvtzTQh+ksz1+xGni2BTecxzA8B3/eQ=,4,6,3,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,3,-1,0
Kep3PzkxIOfVU4A5+yqd24KEprVQVkpKHHLb91TLyGQ=,5,2,2,5,2,1,-1,2,3,6,2,2,-1,2,4,2,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,1,1,-1,1,1,1,-1,-1,-1,-1,2,-1,0
VELVTHNBWSyJDm4GFvxaLNsR2wFaYcSvAv1UmKINXiI=,5,6,1,5,5,2,3,2,2,6,6,2,3,5,4,6,2,-1,2,-1,4,-1,-1,3,3,2,-1,3,2,-1,-1,-1,-1,-1,-1,4,3,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0
kfinaQJG6JHDD9dQthXY0XfsV4irW0L2ZNtxBFAEeYc=,5,6,1,5,5,1,6,3,4,6,5,3,-1,5,3,5,3,2,3,2,-1,-1,-1,-1,4,3,-1,3,3,4,3,-1,3,3,-1,4,2,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,2,-1,0
KGo1t7s7i/7ReS9qWgTZaRinyqSXIo2btNos38BJZ4Y=,1,2,2,4,4,1,-1,2,2,2,6,3,-1,5,2,5,3,2,3,2,4,-1,-1,2,5,3,-1,4,3,4,3,-1,3,3,-1,8,2,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,0
9vFa/Z5TYlOD1tXGjTR4LyvrdWTM/ILqI5Btj922rzM=,2,2,2,2,4,1,6,3,3,2,6,6,3,7,2,6,5,4,4,4,4,-1,-1,2,7,6,3,4,5,7,6,3,4,5,3,8,2,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
KI9jMz11RrkUmZS/kkI9rhysw6on1cuvx0QJBT11vl8=,3,2,2,1,4,3,4,2,2,2,2,2,-1,2,2,2,2,-1,2,-1,2,-1,-1,-1,2,2,-1,2,2,2,2,-1,2,2,-1,4,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
znskT43LDgrHnGQtXpoXYPqfJcwdKE7DwmS2m4AljY0=,2,4,2,3,4,1,5,2,2,2,6,2,2,5,2,6,2,2,2,-1,4,-1,-1,3,4,2,2,4,2,2,2,2,2,2,2,5,2,1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
kKnatzobz2lzI0NR9qsUqb9XfEhal47N73MSOMP881M=,2,4,2,4,4,3,4,2,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,0
G3/RD+vg0dw9/e/6DgEmgb0ZvuRySPubS9lBbijN3Rw=,2,2,2,2,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
kKwzeMpinfwCpiqOK03PZlMnPbuguH/vGszadhblZIo=,2,2,3,3,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,0
d3U0wMgivuX02NPcJOhdLRu5Zg5IcSjnluOYE6ax7Qk=,4,2,3,5,1,1,-1,2,3,4,5,3,2,3,5,3,2,3,-1,4,-1,-1,3,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,7,2,1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
kLJp6lyfLhSUaNFgC70YjT21QEH64543A9U/2/b9x6A=,3,4,2,4,3,1,6,3,3,2,6,4,3,6,2,6,4,4,4,2,4,-1,-1,3,7,4,3,4,4,6,4,-1,4,4,-1,3,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
XyvHcrtW7Bta3m/s/BUY3z21QEH64543A9U/2/b9x6A=,2,6,3,5,5,4,-1,3,2,2,2,2,-1,2,2,2,2,-1,-1,-1,2,-1,-1,2,2,2,-1,2,2,2,2,-1,2,2,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,3,-1,0
klyAUnddXxVIA9cBUmIXfgrYOZuUCqXE+3wvlISLJ3M=,2,3,2,4,4,4,-1,2,3,2,2,2,-1,2,2,2,2,-1,-1,-1,2,-1,-1,2,2,2,-1,2,2,2,2,-1,2,2,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,2,-1,0
sh6C0fGHRqqLsys6Mu/6Pb9XfEhal47N73MSOMP881M=,3,6,3,5,5,1,5,2,3,2,6,2,-1,2,4,2,2,4,-1,4,2,-1,-1,2,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,3,-1,0
N/kz/tPx8y+eS0UR482XYQrYOZuUCqXE+3wvlISLJ3M=,1,2,1,5,1,5,5,2,2,5,4,2,2,3,4,3,2,2,2,2,2,-1,2,2,2,2,-1,2,2,-1,-1,-1,-1,-1,-1,4,2,-1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0
Kpyj6mOo1VlI3133J68MmsFDSsuqhgkbMbDnBodkcqw=,5,3,1,4,5,1,6,3,3,3,4,4,4,5,2,4,4,2,4,2,4,-1,2,2,5,4,3,3,4,6,4,3,3,4,-1,4,2,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,0
L81odoBdqWVitG+WNSl6s1MnPbuguH/vGszadhblZIo=,2,6,3,5,5,3,-1,4,3,2,6,5,5,7,2,6,5,4,4,4,4,-1,-1,3,7,5,4,4,5,7,5,3,4,5,-1,4,3,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,3,-1,0
kqIiAzrJmUrKGC99G8xLqE7Jxn1aTNJlAwTEwXGRaPs=,3,2,2,5,4,3,-1,2,2,3,5,2,-1,4,3,5,2,-1,3,-1,4,-1,-1,3,4,2,-1,4,2,3,2,-1,3,2,-1,3,2,1,1,1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,0
54B973EcUKLyJ2v/4Zx3Cb9XfEhal47N73MSOMP881M=,3,4,2,1,4,2,-1,3,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,-1,-1,1,-1,2,-1,0
KQoBYfS1oSNBaQFmwnyXP2/Rh47ATNWAD/EcAZrSs2c=,3,2,1,4,2,5,-1,2,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
X05qy/Pd8NXzWzkYIMi4Xb0ZvuRySPubS9lBbijN3Rw=,1,4,2,1,5,1,6,3,2,3,6,5,4,6,2,6,5,2,3,-1,4,3,3,3,4,2,-1,4,2,3,2,-1,3,2,-1,2,2,1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
KqY+YoxZhThkLJp+9tSpVbCDC0U18L/PGRAM+YpMFWU=,3,2,3,2,2,1,2,2,2,4,2,2,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,5,2,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1,0
kRUG9R1UuTiY2PK7YfntjJmjzZA95XvvmZ/hsQYKslw=,2,2,2,3,2,1,5,2,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,1,1,-1,1,1,1,-1,-1,-1,-1,2,-1,0
MZldkj9+KPs2Y9+Z7ad7PVMnPbuguH/vGszadhblZIo=,2,6,3,5,5,2,6,4,2,-1,2,2,-1,2,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,3,-1,0
KsDSy5L9JJKt3uR9YBROBDv/V5UdKq5QqfKb5458DwA=,2,6,3,5,5,2,-1,3,4,3,6,6,2,7,2,6,5,4,4,4,4,-1,-1,2,6,4,2,4,3,4,3,2,4,2,-1,7,2,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,3,-1,0
tA8CGbQpBS5FP9VcTykoPlgB9urgMyS42lZIiEC7n4g=,4,2,2,2,4,3,3,2,3,6,2,2,-1,-1,-1,-1,-1,2,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,-1,0
kTGSUh8UqfiKqYl9yGvb+U23HtLFiEB3343r51BGiks=,3,5,3,4,5,4,-1,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,2,-1,-1,2,2,2,2,2,2,2,2,2,2,2,4,2,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,2,-1,0
gw+T60WIfUVHH2MlFucN470ZvuRySPubS9lBbijN3Rw=,3,2,3,2,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,1,1,-1,-1,-1,-1,2,-1,0
KUdAd1oBEkj+vM1SmMb4Oua/PD4t5CNeKUHEuuPOqkQ=,3,2,3,4,2,3,-1,2,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,0
nE5fyHBWep4iGBFUqlvdu7CDC0U18L/PGRAM+YpMFWU=,5,4,1,4,4,1,6,3,3,3,6,3,-1,5,3,6,2,4,3,2,4,-1,-1,3,4,2,-1,4,2,2,2,-1,2,2,-1,6,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
Kxcf6/LPVMQiNlXD3moGi8s9rfYBAFowKVRBt1ZKN8k=,4,2,2,2,5,1,5,3,3,2,6,4,4,7,2,6,4,3,3,2,2,4,4,-1,6,4,4,4,4,7,4,4,4,4,3,3,2,-1,1,1,1,1,1,-1,-1,-1,-1,-1,2,-1,0
kZ6SSoLJdNufQoX/qZcwhvn9LpUeHz10ytfCjbyFfZA=,3,1,3,4,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,-1,1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,0
iWW8D1gGJle/3nLy87f5or0ZvuRySPubS9lBbijN3Rw=,1,2,2,2,2,4,5,2,2,4,2,3,2,2,4,2,2,2,-1,2,-1,-1,2,-1,2,3,2,2,2,2,3,2,2,2,-1,3,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
l0NvS6WZW8b8On5fokO52tsR2wFaYcSvAv1UmKINXiI=,3,4,2,4,5,1,3,3,2,5,2,2,-1,2,4,2,2,-1,-1,-1,2,2,2,-1,2,2,-1,2,2,-1,-1,-1,-1,-1,-1,8,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
L4tcfQfNKsV9Gw7X+jsZiU7Jxn1aTNJlAwTEwXGRaPs=,3,2,2,1,2,1,6,4,2,4,6,4,4,6,3,6,4,2,4,-1,4,-1,-1,3,7,4,4,4,4,3,2,-1,3,2,-1,5,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
l5aQ+WNDIi393whSLZ7mUjicfeHKTmpNfiVLpEe/HEg=,3,2,2,2,4,3,4,3,2,2,3,6,2,5,2,3,5,4,-1,3,3,2,2,2,5,6,2,2,5,5,6,2,2,5,2,-1,-1,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
0XaN+s7XhN2e0u6vCYllEim0VvH7X9YPJpCCQN29HpQ=,4,6,2,5,5,2,3,2,2,3,4,5,-1,5,2,4,5,-1,3,-1,4,-1,-1,3,6,5,-1,3,5,5,5,-1,2,5,-1,4,2,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,0
L6mb9BzlRXqAcm2PxvWImJhr10iz5SPSUoarz+IYnkM=,3,4,3,3,5,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,-1,0
o6iGhY9+ZX/kwfxMRUwtfXfsV4irW0L2ZNtxBFAEeYc=,2,6,2,5,5,5,5,3,2,6,3,3,-1,-1,-1,-1,-1,4,-1,2,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,1,-1,0
NJtVNADBWAMxsZhcvBZestsR2wFaYcSvAv1UmKINXiI=,3,6,3,5,5,1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,3,-1,0
L9qtgLBt7CTRFSLkuo/4gxysw6on1cuvx0QJBT11vl8=,4,2,1,4,2,2,2,2,3,2,2,3,-1,2,2,2,2,2,-1,2,2,-1,-1,2,2,3,-1,2,2,2,3,-1,2,2,-1,5,2,1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
g5rPCEeburjgQgEOnZNd99sR2wFaYcSvAv1UmKINXiI=,2,6,3,5,5,2,4,2,3,5,3,5,3,5,4,3,5,3,2,2,4,-1,-1,2,5,5,3,3,5,-1,-1,-1,-1,-1,-1,2,2,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,0
lb27utlPj+Z5qUnz/cA8tcFDSsuqhgkbMbDnBodkcqw=,5,5,1,5,4,5,4,2,2,6,2,2,-1,2,4,2,2,-1,2,-1,2,-1,-1,-1,2,2,-1,2,2,-1,-1,-1,-1,-1,-1,9,2,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
LcmCU+rM1c/kTTJPLCy9nYKk+RgpxZ5CquL6pjPLrHo=,2,5,2,5,5,1,3,2,2,4,2,2,-1,2,3,2,2,2,-1,-1,-1,-1,-1,-1,2,2,-1,2,2,2,2,-1,2,2,-1,9,2,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,0
qEuJyEPWV3EDUyYLAQdYpBysw6on1cuvx0QJBT11vl8=,3,4,2,4,5,1,5,2,2,3,6,4,-1,7,2,6,4,4,3,2,4,-1,-1,3,7,4,-1,4,4,6,4,-1,4,4,-1,5,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
LD9lWdIVaGrpW+G34rRco6gMQ8rvQsYNFWbHSzpJ+7I=,3,6,3,5,5,1,-1,2,2,4,2,3,2,2,5,2,2,2,-1,2,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,2,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,3,-1,0
Lez4+vhVrEbKyBx5YU2ctE7Jxn1aTNJlAwTEwXGRaPs=,2,3,1,1,5,2,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,-1,1,1,-1,1,1,1,-1,-1,-1,-1,1,-1,0
UQuU+HQIG1S4GVUGCFircE23HtLFiEB3343r51BGiks=,6,2,1,5,2,3,4,2,2,6,2,2,-1,2,4,2,2,2,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
lghupL7ujI4Cq/qozMnuN5mjzZA95XvvmZ/hsQYKslw=,5,4,1,5,5,3,5,2,2,5,4,3,2,4,4,4,2,3,2,2,3,-1,-1,2,3,3,2,3,2,2,2,2,2,2,-1,9,2,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
29lSjgZcSyBDkPJxKh8yUoKk+RgpxZ5CquL6pjPLrHo=,3,6,2,5,5,1,6,3,2,2,6,6,5,7,2,6,6,4,4,2,4,-1,-1,4,7,6,4,4,6,7,6,4,3,6,2,4,3,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,2,-1,0
LgM53BCqYDyxyxBONR1lwAOKOK+2mY9qGmd//3BDhjI=,3,6,2,5,5,1,3,3,2,3,6,4,-1,6,2,6,4,4,2,-1,4,-1,-1,-1,5,3,-1,4,3,4,3,-1,3,3,-1,6,2,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,2,-1,0
nFKbCtNaGte4FGX6muCpzposjEH/gzeHpMkveSVV7d8=,3,2,2,1,4,1,6,4,2,2,4,2,3,4,2,4,2,-1,2,-1,2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,2,-1,0
DiAexB5sI7Xc04k3FDQEoRZs7ia+n0MvFCip34BzLTE=,2,2,3,4,3,1,6,3,2,3,3,3,2,4,2,3,3,2,2,-1,2,-1,-1,2,4,3,2,3,3,4,3,2,3,3,-1,4,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,2,-1,0
jaTrP4YtEqWg+rh/5Rz3O2oRnACCwcU+VF3VwCeV3pQ=,3,6,2,5,5,2,3,2,2,5,3,3,2,4,4,3,3,2,-1,-1,2,-1,-1,2,4,3,2,3,3,-1,-1,-1,-1,-1,-1,4,2,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,2,-1,0
LksdH3No0gMDRU1HdjeYwOa/PD4t5CNeKUHEuuPOqkQ=,1,4,3,1,5,1,2,3,4,6,4,4,3,3,4,2,3,4,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,0
VBfbtKVfwKb4RrXck/2zfD21QEH64543A9U/2/b9x6A=,1,4,1,1,5,1,6,3,2,5,4,3,-1,3,4,3,2,3,2,3,3,-1,-1,3,2,2,-1,2,2,-1,-1,-1,-1,-1,-1,5,2,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,2,-1,0
lndYxmR0C0GDeVtkXqbgs+a/PD4t5CNeKUHEuuPOqkQ=,2,2,1,3,2,2,5,2,2,2,3,2,2,3,2,3,2,-1,3,-1,-1,-1,-1,-1,3,2,2,3,2,3,2,2,3,2,2,6,2,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,2,-1,0
WJubh9F6nRIq/Xpxwl0EXoKEprVQVkpKHHLb91TLyGQ=,4,6,3,5,5,2,6,3,2,2,6,6,5,7,2,6,6,4,4,-1,4,2,-1,4,7,6,4,4,6,7,6,4,4,6,4,3,2,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,2,-1,0
YtfosCXLTqy+2FzBNoWS4NsR2wFaYcSvAv1UmKINXiI=,2,6,3,5,5,3,-1,2,2,2,2,2,-1,2,2,2,2,-1,-1,-1,2,2,2,-1,2,2,-1,2,2,2,2,-1,2,2,-1,5,2,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,3,-1,0
Loy+EVs1PBcP8O3e3E1lC5HhAY0Wa0pjqCOOwl59uAY=,2,1,2,3,1,3,4,2,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,2,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0
2oMQgkU+1FqKr2iOOupxcz21QEH64543A9U/2/b9x6A=,3,6,2,5,5,2,5,2,2,2,6,5,5,7,2,6,5,4,3,3,4,4,4,3,7,5,4,4,4,6,5,4,4,4,-1,8,3,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,2,-1,0
lqkgzVCBvtFU5GkdRmuE2NADViEuOMpsJSn20Gflx1M=,3,2,2,5,2,1,6,3,3,5,6,5,4,7,2,6,5,3,4,-1,4,-1,-1,3,7,5,4,4,5,5,3,2,4,3,2,7,2,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,0
JpUF1JOfmL44hvO/EO4rJU7Jxn1aTNJlAwTEwXGRaPs=,2,6,3,5,5,3,-1,2,3,3,6,5,5,6,2,5,5,4,-1,4,4,3,4,2,7,5,4,4,5,6,5,3,2,5,2,2,2,-1,-1,1,1,1,1,-1,-1,-1,-1,-1,3,-1,0
aqYWuvY5Gu1VLl4+whS80UlE3P4Tdzz1hp8non5e8+E=,6,4,1,4,5,2,5,2,2,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,-1,1,1,-1,1,1,-1,-1,-1,-1,-1,1,-1,0
